Station_Code,isSWMP,DateTimeStamp,Historical,ProvisionalPlus,F_Record,Temp,F_Temp,SpCond,F_SpCond,Sal,F_Sal,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,Depth,F_Depth,cDepth,F_cDepth,pH,F_pH,Turb,F_Turb,ChlFluor,F_ChlFluor,Unnamed: 26,Unnamed: 24
noczbwq,P,12/07/2019 14:30,0.0,1.0,,15.0,<0> ,33.08,<1> [SPC] (CDF),20.8,<1> [SPC] (CDF),131.0,<0> ,11.6,<0> ,0.29,<0> ,0.12,<3> ,8.0,<0> ,4.0,<0> ,3.2,<0> ,,
noczbwq,P,12/07/2019 14:45,0.0,1.0,,14.6,<0> ,32.75,<1> [SPC] (CDF),20.5,<1> [SPC] (CDF),127.9,<0> ,11.5,<0> ,0.37,<0> ,0.2,<3> ,7.9,<0> ,3.0,<0> ,3.7,<0> ,,
noczbwq,P,12/07/2019 15:00,0.0,1.0,,14.3,<0> ,32.62,<1> [SPC] (CDF),20.4,<1> [SPC] (CDF),126.1,<0> ,11.4,<0> ,0.46,<0> ,0.29,<3> ,7.9,<0> ,9.0,<0> ,4.5,<0> ,,
noczbwq,P,12/07/2019 15:15,0.0,1.0,,14.2,<0> ,32.59,<1> [SPC] (CDF),20.4,<1> [SPC] (CDF),120.3,<0> ,10.9,<0> ,0.56,<0> ,0.39,<3> ,7.9,<0> ,14.0,<0> ,6.5,<0> ,,
noczbwq,P,12/07/2019 15:30,0.0,1.0,,14.2,<0> ,32.64,<1> [SPC] (CDF),20.4,<1> [SPC] (CDF),123.8,<0> ,11.2,<0> ,0.67,<0> ,0.5,<3> ,7.9,<0> ,8.0,<0> ,5.4,<0> ,,
noczbwq,P,12/07/2019 15:45,0.0,1.0,,14.0,<0> ,33.2,<1> [SPC] (CDF),20.8,<1> [SPC] (CDF),120.2,<0> ,10.9,<0> ,0.78,<0> ,0.6,<3> ,7.9,<0> ,9.0,<0> ,5.1,<0> ,,
noczbwq,P,12/08/2019 14:00,0.0,1.0,,10.2,<0> ,34.37,<1> [SPC] (CDF),21.5,<1> [SPC] (CDF),124.3,<0> ,12.2,<0> ,0.17,<0> ,-0.01,<3> ,7.9,<0> ,3.0,<0> ,3.2,<0> ,,
noczbwq,P,12/08/2019 14:15,0.0,1.0,,11.0,<0> ,34.5,<1> [SPC] (CDF),21.6,<1> [SPC] (CDF),139.8,<0> ,13.5,<0> ,0.2,<0> ,0.02,<3> ,8.1,<0> ,3.0,<0> ,4.4,<0> ,,
noczbwq,P,12/08/2019 14:30,0.0,1.0,,11.0,<0> ,34.65,<1> [SPC] (CDF),21.8,<1> [SPC] (CDF),141.8,<0> ,13.6,<0> ,0.24,<0> ,0.06,<3> ,8.1,<0> ,3.0,<0> ,5.1,<0> ,,
noczbwq,P,12/08/2019 14:45,0.0,1.0,,11.0,<0> ,33.85,<1> [SPC] (CDF),21.2,<1> [SPC] (CDF),125.2,<0> ,12.1,<0> ,0.29,<0> ,0.11,<3> ,8.0,<0> ,3.0,<0> ,4.2,<0> ,,
noczbwq,P,12/08/2019 15:00,0.0,1.0,,10.8,<0> ,34.04,<1> [SPC] (CDF),21.3,<1> [SPC] (CDF),114.6,<0> ,11.1,<0> ,0.35,<0> ,0.18,<3> ,7.9,<0> ,4.0,<0> ,4.0,<0> ,,
noczbwq,P,12/08/2019 15:15,0.0,1.0,,10.5,<0> ,34.07,<1> [SPC] (CDF),21.3,<1> [SPC] (CDF),111.4,<0> ,10.8,<0> ,0.42,<0> ,0.25,<3> ,7.8,<0> ,5.0,<0> ,4.2,<0> ,,
noczbwq,P,12/08/2019 15:30,0.0,1.0,,10.5,<0> ,34.04,<1> [SPC] (CDF),21.3,<1> [SPC] (CDF),110.8,<0> ,10.8,<0> ,0.51,<0> ,0.33,<3> ,7.8,<0> ,4.0,<0> ,4.4,<0> ,,
noczbwq,P,12/08/2019 15:45,0.0,1.0,,10.5,<0> ,34.06,<1> [SPC] (CDF),21.3,<1> [SPC] (CDF),110.1,<0> ,10.7,<0> ,0.61,<0> ,0.44,<3> ,7.8,<0> ,4.0,<0> ,3.9,<0> ,,
noczbwq,P,12/09/2019 14:00,0.0,1.0,,13.7,<0> ,31.89,<1> [SPC] (CDF),19.9,<1> [SPC] (CDF),136.4,<0> ,12.5,<0> ,0.03,<0> ,-0.07,<3> ,7.7,<0> ,15.0,<0> ,10.7,<0> ,,
noczbwq,P,12/09/2019 14:15,0.0,1.0,,13.9,<0> ,31.95,<1> [SPC] (CDF),20.0,<1> [SPC] (CDF),138.1,<0> ,12.6,<0> ,0.02,<0> ,-0.08,<3> ,7.7,<0> ,15.0,<0> ,7.9,<0> ,,
noczbwq,P,12/09/2019 14:30,0.0,1.0,,14.3,<0> ,31.93,<1> [SPC] (CDF),20.0,<1> [SPC] (CDF),141.9,<0> ,12.8,<0> ,0.01,<0> ,-0.09,<3> ,7.7,<0> ,9.0,<0> ,5.6,<0> ,,
noczbwq,P,12/09/2019 14:45,0.0,1.0,,14.6,<0> ,31.91,<1> [SPC] (CDF),19.9,<1> [SPC] (CDF),157.5,<0> ,14.2,<0> ,0.03,<0> ,-0.07,<3> ,7.8,<0> ,14.0,<0> ,6.8,<0> ,,
noczbwq,P,12/09/2019 15:00,0.0,1.0,,14.7,<0> ,31.92,<1> [SPC] (CDF),20.0,<1> [SPC] (CDF),153.0,<0> ,13.7,<0> ,0.05,<0> ,-0.05,<3> ,7.8,<0> ,14.0,<0> ,6.0,<0> ,,
noczbwq,P,12/09/2019 15:15,0.0,1.0,,14.6,<0> ,31.91,<1> [SPC] (CDF),19.9,<1> [SPC] (CDF),165.3,<0> ,14.9,<0> ,0.08,<0> ,-0.02,<3> ,7.9,<0> ,10.0,<0> ,6.6,<0> ,,
noczbwq,P,12/09/2019 15:30,0.0,1.0,,14.6,<0> ,31.94,<1> [SPC] (CDF),20.0,<1> [SPC] (CDF),164.9,<0> ,14.9,<0> ,0.11,<0> ,0.02,<3> ,7.9,<0> ,8.0,<0> ,5.5,<0> ,,
noczbwq,P,12/09/2019 15:45,0.0,1.0,,14.8,<0> ,31.87,<1> [SPC] (CDF),19.9,<1> [SPC] (CDF),175.9,<0> ,15.8,<0> ,0.17,<0> ,0.08,<3> ,7.9,<0> ,9.0,<0> ,5.6,<0> ,,
noczbwq,P,12/10/2019 14:00,0.0,1.0,,18.6,<0> ,32.32,<1> [SPC] (CDF),20.2,<1> [SPC] (CDF),117.5,<0> ,9.7,<0> ,0.13,<0> ,0.04,<3> ,7.6,<0> ,100.0,<0> ,24.4,<0> ,,
noczbwq,P,12/10/2019 14:15,0.0,1.0,,18.8,<0> ,32.24,<1> [SPC] (CDF),20.2,<1> [SPC] (CDF),134.2,<0> ,11.1,<0> ,0.11,<0> ,0.02,<3> ,7.8,<0> ,105.0,<0> ,28.2,<0> ,,
noczbwq,P,12/10/2019 14:30,0.0,1.0,,19.0,<0> ,32.22,<1> [SPC] (CDF),20.2,<1> [SPC] (CDF),135.4,<0> ,11.1,<0> ,0.09,<0> ,0.01,<3> ,7.9,<0> ,165.0,<0> ,38.2,<0> ,,
noczbwq,P,12/10/2019 14:45,0.0,1.0,,19.2,<0> ,32.23,<1> [SPC] (CDF),20.2,<1> [SPC] (CDF),130.0,<0> ,10.7,<0> ,0.08,<0> ,0.0,<3> ,7.9,<0> ,111.0,<0> ,21.5,<0> ,,
noczbwq,P,12/10/2019 15:00,0.0,1.0,,19.3,<0> ,32.25,<1> [SPC] (CDF),20.2,<1> [SPC] (CDF),125.1,<0> ,10.2,<0> ,0.07,<0> ,-0.02,<3> ,7.9,<0> ,122.0,<0> ,25.9,<0> ,,
noczbwq,P,12/10/2019 15:15,0.0,1.0,,19.4,<0> ,32.24,<1> [SPC] (CDF),20.2,<1> [SPC] (CDF),108.7,<0> ,8.9,<0> ,0.07,<0> ,-0.02,<3> ,7.7,<0> ,252.0,<0> ,69.8,<0> ,,
noczbwq,P,12/10/2019 15:30,0.0,1.0,,19.6,<0> ,32.28,<1> [SPC] (CDF),20.2,<1> [SPC] (CDF),107.8,<0> ,8.8,<0> ,0.07,<0> ,-0.02,<3> ,7.7,<0> ,181.0,<0> ,41.6,<0> ,,
noczbwq,P,12/10/2019 15:45,0.0,1.0,,19.9,<0> ,32.24,<1> [SPC] (CDF),20.2,<1> [SPC] (CDF),105.1,<0> ,8.5,<0> ,0.09,<0> ,0.0,<3> ,7.7,<0> ,582.0,<0> ,52.3,<0> ,,
noczbwq,P,12/11/2019 14:00,0.0,1.0,,16.1,<0> ,33.34,<1> [SPC] (CDF),20.9,<1> [SPC] (CDF),134.4,<0> ,11.7,<0> ,0.17,<0> ,-0.03,<3> ,7.9,<0> ,11.0,<0> ,5.8,<0> ,,
noczbwq,P,12/11/2019 14:15,0.0,1.0,,16.2,<0> ,33.36,<1> [SPC] (CDF),21.0,<1> [SPC] (CDF),144.2,<0> ,12.5,<0> ,0.15,<0> ,-0.05,<3> ,7.9,<0> ,10.0,<0> ,5.0,<0> ,,
noczbwq,P,12/11/2019 14:30,0.0,1.0,,16.1,<0> ,33.33,<1> [SPC] (CDF),20.9,<1> [SPC] (CDF),141.6,<0> ,12.3,<0> ,0.12,<0> ,-0.08,<3> ,7.9,<0> ,8.0,<0> ,4.4,<0> ,,
noczbwq,P,12/11/2019 14:45,0.0,1.0,,16.1,<0> ,33.38,<1> [SPC] (CDF),21.0,<1> [SPC] (CDF),148.2,<0> ,12.9,<0> ,0.11,<0> ,-0.09,<3> ,8.0,<0> ,8.0,<0> ,5.4,<0> ,,
noczbwq,P,12/11/2019 15:00,0.0,1.0,,16.0,<0> ,33.4,<1> [SPC] (CDF),21.0,<1> [SPC] (CDF),150.1,<0> ,13.1,<0> ,0.11,<0> ,-0.09,<3> ,8.0,<0> ,11.0,<0> ,5.9,<0> ,,
noczbwq,P,12/11/2019 15:15,0.0,1.0,,15.7,<0> ,33.41,<1> [SPC] (CDF),21.0,<1> [SPC] (CDF),151.0,<0> ,13.2,<0> ,0.1,<0> ,-0.11,<3> ,8.1,<0> ,7.0,<0> ,5.3,<0> ,,
noczbwq,P,12/11/2019 15:30,0.0,1.0,,15.4,<0> ,33.42,<1> [SPC] (CDF),21.0,<1> [SPC] (CDF),143.9,<0> ,12.7,<0> ,0.1,<0> ,-0.11,<3> ,8.1,<0> ,9.0,<0> ,6.4,<0> ,,
noczbwq,P,12/11/2019 15:45,0.0,1.0,,15.1,<0> ,33.43,<1> [SPC] (CDF),21.0,<1> [SPC] (CDF),140.4,<0> ,12.4,<0> ,0.1,<0> ,-0.11,<3> ,8.1,<0> ,9.0,<0> ,5.3,<0> ,,
noczbwq,P,12/12/2019 14:00,0.0,1.0,,10.1,<0> ,34.32,<0> ,21.5,<0> ,113.7,<0> ,11.2,<0> ,0.4,<0> ,0.13,<3> ,8.2,<0> ,5.0,<0> ,8.5,<0> ,,
noczbwq,P,12/12/2019 14:15,0.0,1.0,,10.3,<0> ,34.29,<0> ,21.5,<0> ,115.6,<0> ,11.3,<0> ,0.36,<0> ,0.09,<3> ,8.2,<0> ,5.0,<0> ,6.8,<0> ,,
noczbwq,P,12/12/2019 14:30,0.0,1.0,,10.4,<0> ,34.27,<0> ,21.5,<0> ,117.3,<0> ,11.5,<0> ,0.33,<0> ,0.06,<3> ,8.2,<0> ,5.0,<0> ,7.9,<0> ,,
noczbwq,P,12/12/2019 14:45,0.0,1.0,,10.4,<0> ,34.27,<0> ,21.5,<0> ,120.3,<0> ,11.7,<0> ,0.3,<0> ,0.05,<3> ,8.2,<0> ,5.0,<0> ,8.4,<0> ,,
noczbwq,P,12/12/2019 15:00,0.0,1.0,,10.4,<0> ,34.28,<0> ,21.5,<0> ,123.1,<0> ,12.0,<0> ,0.28,<0> ,0.03,<3> ,8.3,<0> ,5.0,<0> ,13.1,<0> ,,
noczbwq,P,12/12/2019 15:15,0.0,1.0,,10.4,<0> ,34.3,<0> ,21.5,<0> ,125.7,<0> ,12.3,<0> ,0.25,<0> ,-0.01,<3> ,8.3,<0> ,5.0,<0> ,9.5,<0> ,,
noczbwq,P,12/12/2019 15:30,0.0,1.0,,10.4,<0> ,34.31,<0> ,21.5,<0> ,127.0,<0> ,12.4,<0> ,0.23,<0> ,-0.03,<3> ,8.3,<0> ,5.0,<0> ,10.0,<0> ,,
noczbwq,P,12/12/2019 15:45,0.0,1.0,,10.4,<0> ,34.32,<0> ,21.5,<0> ,130.0,<0> ,12.7,<0> ,0.21,<0> ,-0.05,<3> ,8.4,<0> ,6.0,<0> ,8.4,<0> ,,
noczbwq,P,12/13/2019 14:00,0.0,1.0,,10.9,<0> ,36.28,<0> ,22.9,<0> ,104.6,<0> ,10.0,<0> ,0.38,<0> ,0.31,<3> ,7.9,<0> ,1.0,<0> ,7.1,<0> ,,
noczbwq,P,12/13/2019 14:15,0.0,1.0,,11.0,<0> ,36.25,<0> ,22.9,<0> ,104.5,<0> ,10.0,<0> ,0.35,<0> ,0.29,<3> ,7.9,<0> ,1.0,<0> ,6.9,<0> ,,
noczbwq,P,12/13/2019 14:30,0.0,1.0,,11.0,<0> ,36.18,<0> ,22.8,<0> ,106.1,<0> ,10.1,<0> ,0.31,<0> ,0.25,<3> ,8.0,<0> ,1.0,<0> ,8.0,<0> ,,
noczbwq,P,12/13/2019 14:45,0.0,1.0,,11.1,<0> ,36.09,<0> ,22.7,<0> ,104.5,<0> ,10.0,<0> ,0.28,<0> ,0.22,<3> ,7.9,<0> ,3.0,<0> ,10.9,<0> ,,
noczbwq,P,12/13/2019 15:00,0.0,1.0,,11.1,<0> ,36.08,<0> ,22.7,<0> ,105.6,<0> ,10.1,<0> ,0.24,<0> ,0.18,<3> ,8.0,<0> ,2.0,<0> ,9.7,<0> ,,
noczbwq,P,12/13/2019 15:15,0.0,1.0,,11.2,<0> ,35.93,<0> ,22.6,<0> ,104.0,<0> ,9.9,<0> ,0.21,<0> ,0.16,<3> ,7.9,<0> ,2.0,<0> ,11.7,<0> ,,
noczbwq,P,12/13/2019 15:30,0.0,1.0,,11.2,<0> ,35.84,<0> ,22.6,<0> ,104.0,<0> ,9.9,<0> ,0.18,<0> ,0.13,<3> ,8.0,<0> ,2.0,<0> ,12.0,<0> ,,
noczbwq,P,12/13/2019 15:45,0.0,1.0,,11.4,<0> ,35.51,<0> ,22.4,<0> ,99.6,<0> ,9.5,<0> ,0.15,<0> ,0.1,<3> ,7.9,<0> ,4.0,<0> ,11.9,<0> ,,
noczbwq,P,12/14/2019 14:00,0.0,1.0,,13.8,<0> ,34.13,<0> ,21.5,<0> ,101.1,<0> ,9.2,<0> ,0.43,<0> ,0.5,<3> ,7.8,<0> ,28.0,<0> ,18.2,<0> ,,
noczbwq,P,12/14/2019 14:15,0.0,1.0,,13.9,<0> ,34.02,<0> ,21.4,<0> ,97.8,<0> ,8.9,<0> ,0.39,<0> ,0.46,<3> ,7.8,<0> ,114.0,<0> ,36.6,<0> ,,
noczbwq,P,12/14/2019 14:30,0.0,1.0,,14.1,<0> ,33.9,<0> ,21.3,<0> ,95.0,<0> ,8.6,<0> ,0.35,<0> ,0.42,<3> ,7.8,<0> ,228.0,<0> ,53.4,<0> ,,
noczbwq,P,12/14/2019 14:45,0.0,1.0,,14.0,<0> ,33.83,<0> ,21.3,<0> ,99.3,<0> ,9.0,<0> ,0.31,<0> ,0.38,<3> ,7.8,<0> ,69.0,<0> ,25.4,<0> ,,
noczbwq,P,12/14/2019 15:00,0.0,1.0,,14.3,<0> ,33.67,<0> ,21.1,<0> ,92.5,<0> ,8.3,<0> ,0.27,<0> ,0.34,<3> ,7.7,<0> ,185.0,<0> ,30.6,<0> ,,
noczbwq,P,12/14/2019 15:15,0.0,1.0,,14.4,<0> ,33.38,<0> ,20.9,<0> ,90.6,<0> ,8.1,<0> ,0.24,<0> ,0.3,<3> ,7.7,<0> ,120.0,<0> ,26.1,<0> ,,
noczbwq,P,12/14/2019 15:30,0.0,1.0,,14.6,<0> ,33.19,<0> ,20.8,<0> ,85.9,<0> ,7.7,<0> ,0.21,<0> ,0.27,<3> ,7.6,<0> ,130.0,<0> ,30.8,<0> ,,
noczbwq,P,12/14/2019 15:45,0.0,1.0,,14.4,<0> ,33.85,<0> ,21.3,<0> ,83.9,<0> ,7.5,<0> ,0.18,<0> ,0.24,<3> ,7.6,<0> ,124.0,<0> ,30.9,<0> ,,
noczbwq,P,12/15/2019 14:00,0.0,1.0,,12.3,<0> ,36.45,<0> ,23.0,<0> ,117.1,<0> ,10.8,<0> ,0.62,<0> ,0.5,<3> ,8.0,<0> ,4.0,<0> ,6.1,<0> ,,
noczbwq,P,12/15/2019 14:15,0.0,1.0,,12.5,<0> ,36.43,<0> ,23.0,<0> ,118.7,<0> ,11.0,<0> ,0.57,<0> ,0.45,<3> ,8.1,<0> ,5.0,<0> ,6.5,<0> ,,
noczbwq,P,12/15/2019 14:30,0.0,1.0,,12.7,<0> ,36.43,<0> ,23.0,<0> ,121.8,<0> ,11.2,<0> ,0.53,<0> ,0.41,<3> ,8.1,<0> ,4.0,<0> ,5.8,<0> ,,
noczbwq,P,12/15/2019 14:45,0.0,1.0,,12.8,<0> ,36.44,<0> ,23.0,<0> ,124.4,<0> ,11.4,<0> ,0.49,<0> ,0.37,<3> ,8.1,<0> ,6.0,<0> ,6.1,<0> ,,
noczbwq,P,12/15/2019 15:00,0.0,1.0,,12.8,<0> ,36.48,<0> ,23.1,<0> ,127.8,<0> ,11.7,<0> ,0.45,<0> ,0.33,<3> ,8.1,<0> ,4.0,<0> ,6.1,<0> ,,
noczbwq,P,12/15/2019 15:15,0.0,1.0,,12.8,<0> ,36.44,<0> ,23.0,<0> ,127.8,<0> ,11.7,<0> ,0.42,<0> ,0.3,<3> ,8.1,<0> ,7.0,<0> ,7.4,<0> ,,
noczbwq,P,12/15/2019 15:30,0.0,1.0,,12.8,<0> ,36.4,<0> ,23.0,<0> ,127.0,<0> ,11.7,<0> ,0.38,<0> ,0.26,<3> ,8.1,<0> ,12.0,<0> ,8.6,<0> ,,
noczbwq,P,12/15/2019 15:45,0.0,1.0,,13.0,<0> ,36.38,<0> ,23.0,<0> ,113.1,<0> ,10.3,<0> ,0.35,<0> ,0.23,<3> ,8.0,<0> ,18.0,<0> ,10.6,<0> ,,
noczbwq,P,12/16/2019 14:00,0.0,1.0,,13.4,<0> ,36.4,<0> ,23.0,<0> ,125.6,<0> ,11.4,<0> ,0.76,<0> ,0.62,<3> ,8.1,<0> ,3.0,<0> ,5.9,<0> ,,
noczbwq,P,12/16/2019 14:15,0.0,1.0,,13.6,<0> ,36.42,<0> ,23.0,<0> ,122.8,<0> ,11.1,<0> ,0.71,<0> ,0.57,<3> ,8.1,<0> ,3.0,<0> ,5.5,<0> ,,
noczbwq,P,12/16/2019 14:30,0.0,1.0,,13.6,<0> ,36.38,<0> ,23.0,<0> ,124.6,<0> ,11.2,<0> ,0.66,<0> ,0.52,<3> ,8.1,<0> ,3.0,<0> ,5.9,<0> ,,
noczbwq,P,12/16/2019 14:45,0.0,1.0,,13.8,<0> ,36.35,<0> ,23.0,<0> ,124.6,<0> ,11.2,<0> ,0.61,<0> ,0.47,<3> ,8.1,<0> ,3.0,<0> ,5.6,<0> ,,
noczbwq,P,12/16/2019 15:00,0.0,1.0,,13.9,<0> ,36.28,<0> ,22.9,<0> ,129.2,<0> ,11.6,<0> ,0.56,<0> ,0.42,<3> ,8.1,<0> ,3.0,<0> ,6.2,<0> ,,
noczbwq,P,12/16/2019 15:15,0.0,1.0,,14.0,<0> ,36.2,<0> ,22.9,<0> ,131.5,<0> ,11.8,<0> ,0.52,<0> ,0.38,<3> ,8.1,<0> ,3.0,<0> ,6.5,<0> ,,
noczbwq,P,12/16/2019 15:30,0.0,1.0,,14.1,<0> ,36.18,<0> ,22.9,<0> ,131.7,<0> ,11.8,<0> ,0.47,<0> ,0.34,<3> ,8.1,<0> ,4.0,<0> ,6.6,<0> ,,
noczbwq,P,12/16/2019 15:45,0.0,1.0,,14.1,<0> ,36.09,<0> ,22.8,<0> ,133.6,<0> ,11.9,<0> ,0.43,<0> ,0.3,<3> ,8.1,<0> ,5.0,<0> ,6.5,<0> ,,
noczbwq,P,12/17/2019 14:00,0.0,1.0,,14.8,<0> ,35.86,<0> ,22.7,<0> ,99.8,<0> ,8.8,<0> ,0.82,<0> ,0.87,<3> ,8.0,<0> ,8.0,<0> ,10.2,<0> ,,
noczbwq,P,12/17/2019 14:15,0.0,1.0,,14.8,<0> ,36.08,<0> ,22.8,<0> ,100.0,<0> ,8.8,<0> ,0.77,<0> ,0.82,<3> ,8.0,<0> ,9.0,<0> ,12.1,<0> ,,
noczbwq,P,12/17/2019 14:30,0.0,1.0,,15.0,<0> ,36.31,<0> ,23.0,<0> ,97.5,<0> ,8.6,<0> ,0.71,<0> ,0.76,<3> ,8.0,<0> ,10.0,<0> ,12.8,<0> ,,
noczbwq,P,12/17/2019 14:45,0.0,1.0,,15.1,<0> ,36.23,<0> ,22.9,<0> ,95.2,<0> ,8.3,<0> ,0.66,<0> ,0.71,<3> ,7.9,<0> ,13.0,<0> ,7.7,<0> ,,
noczbwq,P,12/17/2019 15:00,0.0,1.0,,15.3,<0> ,36.15,<0> ,22.9,<0> ,90.3,<0> ,7.9,<0> ,0.61,<0> ,0.66,<3> ,7.8,<0> ,17.0,<0> ,8.0,<0> ,,
noczbwq,P,12/17/2019 15:15,0.0,1.0,,15.4,<0> ,36.17,<0> ,22.9,<0> ,89.4,<0> ,7.8,<0> ,0.56,<0> ,0.61,<3> ,7.8,<0> ,17.0,<0> ,10.1,<0> ,,
noczbwq,P,12/17/2019 15:30,0.0,1.0,,15.5,<0> ,36.13,<0> ,22.9,<0> ,87.7,<0> ,7.6,<0> ,0.51,<0> ,0.56,<3> ,7.8,<0> ,14.0,<0> ,8.0,<0> ,,
noczbwq,P,12/17/2019 15:45,0.0,1.0,,15.5,<0> ,36.16,<0> ,22.9,<0> ,87.9,<0> ,7.6,<0> ,0.46,<0> ,0.51,<3> ,7.8,<0> ,13.0,<0> ,8.7,<0> ,,
noczbwq,P,12/18/2019 14:00,0.0,1.0,,12.0,<0> ,34.86,<0> ,21.9,<0> ,102.9,<0> ,9.7,<0> ,1.11,<0> ,1.06,<3> ,8.0,<0> ,9.0,<0> ,10.0,<0> ,,
noczbwq,P,12/18/2019 14:15,0.0,1.0,,12.1,<0> ,34.94,<0> ,22.0,<0> ,102.9,<0> ,9.6,<0> ,1.08,<0> ,1.03,<3> ,8.0,<0> ,9.0,<0> ,10.5,<0> ,,
noczbwq,P,12/18/2019 14:30,0.0,1.0,,12.2,<0> ,35.05,<0> ,22.1,<0> ,104.3,<0> ,9.8,<0> ,1.04,<0> ,0.99,<3> ,8.0,<0> ,7.0,<0> ,8.1,<0> ,,
noczbwq,P,12/18/2019 14:45,0.0,1.0,,12.2,<0> ,35.17,<0> ,22.1,<0> ,105.2,<0> ,9.8,<0> ,0.99,<0> ,0.94,<3> ,8.0,<0> ,8.0,<0> ,8.4,<0> ,,
noczbwq,P,12/18/2019 15:00,0.0,1.0,,12.2,<0> ,35.14,<0> ,22.1,<0> ,104.5,<0> ,9.8,<0> ,0.95,<0> ,0.9,<3> ,8.0,<0> ,9.0,<0> ,9.2,<0> ,,
noczbwq,P,12/18/2019 15:15,0.0,1.0,,12.2,<0> ,35.15,<0> ,22.1,<0> ,103.6,<0> ,9.7,<0> ,0.9,<0> ,0.85,<3> ,8.0,<0> ,9.0,<0> ,10.0,<0> ,,
noczbwq,P,12/18/2019 15:30,0.0,1.0,,12.2,<0> ,35.24,<0> ,22.2,<0> ,104.0,<0> ,9.7,<0> ,0.84,<0> ,0.79,<3> ,8.0,<0> ,8.0,<0> ,9.1,<0> ,,
noczbwq,P,12/18/2019 15:45,0.0,1.0,,12.1,<0> ,35.35,<0> ,22.3,<0> ,103.4,<0> ,9.7,<0> ,0.8,<0> ,0.75,<3> ,8.0,<0> ,8.0,<0> ,10.8,<0> ,,
noczbwq,P,12/19/2019 14:00,0.0,1.0,,8.7,<0> ,32.02,<0> ,19.9,<0> ,112.9,<0> ,11.6,<0> ,1.26,<0> ,1.09,<3> ,8.1,<0> ,9.0,<0> ,6.8,<0> ,,
noczbwq,P,12/19/2019 14:15,0.0,1.0,,8.7,<0> ,31.99,<0> ,19.8,<0> ,111.3,<0> ,11.4,<0> ,1.27,<0> ,1.1,<3> ,8.1,<0> ,9.0,<0> ,6.6,<0> ,,
noczbwq,P,12/19/2019 14:30,0.0,1.0,,8.7,<0> ,32.29,<0> ,20.1,<0> ,117.5,<0> ,12.0,<0> ,1.28,<0> ,1.11,<3> ,8.1,<0> ,8.0,<0> ,7.6,<0> ,,
noczbwq,P,12/19/2019 14:45,0.0,1.0,,8.6,<0> ,31.83,<0> ,19.7,<0> ,110.3,<0> ,11.3,<0> ,1.28,<0> ,1.11,<3> ,8.1,<0> ,8.0,<0> ,8.2,<0> ,,
noczbwq,P,12/19/2019 15:00,0.0,1.0,,8.7,<0> ,31.44,<0> ,19.5,<0> ,109.0,<0> ,11.2,<0> ,1.25,<0> ,1.08,<3> ,8.1,<0> ,7.0,<0> ,7.6,<0> ,,
noczbwq,P,12/19/2019 15:15,0.0,1.0,,8.7,<0> ,31.39,<0> ,19.4,<0> ,108.1,<0> ,11.1,<0> ,1.21,<0> ,1.04,<3> ,8.1,<0> ,7.0,<0> ,7.7,<0> ,,
noczbwq,P,12/19/2019 15:30,0.0,1.0,,8.7,<0> ,31.37,<0> ,19.4,<0> ,107.9,<0> ,11.1,<0> ,1.16,<0> ,0.99,<3> ,8.1,<0> ,6.0,<0> ,8.3,<0> ,,
noczbwq,P,12/19/2019 15:45,0.0,1.0,,8.7,<0> ,31.61,<0> ,19.6,<0> ,109.3,<0> ,11.2,<0> ,1.1,<0> ,0.92,<3> ,8.1,<0> ,6.0,<0> ,7.3,<0> ,,
noczbwq,P,12/20/2019 14:00,0.0,1.0,,9.2,<0> ,31.59,<0> ,19.6,<0> ,129.1,<0> ,13.1,<0> ,0.84,<0> ,0.65,<3> ,8.2,<0> ,5.0,<0> ,6.5,<0> ,,
noczbwq,P,12/20/2019 14:15,0.0,1.0,,9.4,<0> ,31.22,<0> ,19.4,<0> ,128.5,<0> ,13.0,<0> ,0.96,<0> ,0.77,<3> ,8.2,<0> ,5.0,<0> ,7.1,<0> ,,
noczbwq,P,12/20/2019 14:30,0.0,1.0,,9.2,<0> ,31.26,<0> ,19.4,<0> ,123.8,<0> ,12.6,<0> ,1.06,<0> ,0.87,<3> ,8.2,<0> ,3.0,<0> ,7.5,<0> ,,
noczbwq,P,12/20/2019 14:45,0.0,1.0,,9.5,<0> ,31.64,<0> ,19.6,<0> ,124.0,<0> ,12.5,<0> ,1.13,<0> ,0.94,<3> ,8.2,<0> ,4.0,<0> ,7.1,<0> ,,
noczbwq,P,12/20/2019 15:00,0.0,1.0,,9.6,<0> ,31.63,<0> ,19.6,<0> ,123.8,<0> ,12.5,<0> ,1.16,<0> ,0.96,<3> ,8.2,<0> ,3.0,<0> ,6.4,<0> ,,
noczbwq,P,12/20/2019 15:15,0.0,1.0,,9.6,<0> ,31.65,<0> ,19.7,<0> ,124.9,<0> ,12.5,<0> ,1.17,<0> ,0.97,<3> ,8.2,<0> ,3.0,<0> ,6.8,<0> ,,
noczbwq,P,12/20/2019 15:30,0.0,1.0,,9.2,<0> ,30.84,<0> ,19.1,<0> ,125.8,<0> ,12.8,<0> ,1.16,<0> ,0.96,<3> ,8.2,<0> ,3.0,<0> ,7.2,<0> ,,
